Participant_ID,Name,Age,Gender,Day,Sport Event,Score,College,State,Satisfaction_Rating,Feedback
P6110,Participant_772,25,Male,1,Volleyball,89,College B,Karnataka,3,Looking forward to next time.
P6110,Participant_772,25,Male,2,Tennis,60,College D,Kerala,1,Loved the experience!
P6110,Participant_772,25,Male,3,Basketball,12,College E,Tamil Nadu,4,Well managed but could use better timing.
P6110,Participant_772,25,Male,4,Running,23,College D,Kerala,4,Enjoyed every moment!
P6110,Participant_772,25,Male,5,Volleyball,81,College B,Karnataka,5,Great energy and atmosphere!
P9364,Participant_352,20,Male,1,Football,60,College A,Karnataka,4,Would love more variety in events.
P9364,Participant_352,20,Male,2,Football,17,College D,Kerala,1,Enjoyed every moment!
P9364,Participant_352,20,Male,3,Swimming,21,College A,Karnataka,2,Great energy and atmosphere!
P9364,Participant_352,20,Male,4,Basketball,12,College B,Karnataka,3,Enjoyed every moment!
P9364,Participant_352,20,Male,5,Cycling,10,College F,Andhra Pradesh,4,Amazing competition!
P6958,Participant_633,18,Male,1,Basketball,32,College B,Karnataka,5,Enjoyed every moment!
P6958,Participant_633,18,Male,2,Volleyball,78,College D,Kerala,2,Would love more variety in events.
P6958,Participant_633,18,Male,3,Cycling,92,College D,Kerala,3,Well managed but could use better timing.
P6958,Participant_633,18,Male,4,Archery,4,College C,Kerala,3,Facilities need improvement.
P6958,Participant_633,18,Male,5,Running,68,College F,Andhra Pradesh,2,Amazing competition!
P7198,Participant_915,24,Other,1,Basketball,8,College A,Karnataka,2,Loved the experience!
P7198,Participant_915,24,Other,2,Badminton,50,College E,Tamil Nadu,3,Would love more variety in events.
P7198,Participant_915,24,Other,3,Table Tennis,83,College A,Karnataka,4,Facilities need improvement.
P7198,Participant_915,24,Other,4,Table Tennis,78,College F,Andhra Pradesh,1,Amazing competition!
P7198,Participant_915,24,Other,5,Badminton,47,College C,Kerala,2,Looking forward to next time.
P5829,Participant_660,25,Male,1,Cycling,50,College C,Kerala,4,Facilities need improvement.
P5829,Participant_660,25,Male,2,Cycling,10,College F,Andhra Pradesh,4,Looking forward to next time.
P5829,Participant_660,25,Male,3,Volleyball,38,College B,Karnataka,4,Amazing competition!
P5829,Participant_660,25,Male,4,Tennis,16,College D,Kerala,5,Had a great time!
P5829,Participant_660,25,Male,5,Volleyball,87,College B,Karnataka,5,Could be better organized.
P3588,Participant_994,23,Other,1,Cycling,66,College B,Karnataka,2,Amazing competition!
P3588,Participant_994,23,Other,2,Basketball,71,College E,Tamil Nadu,2,Enjoyed every moment!
P3588,Participant_994,23,Other,3,Archery,72,College C,Kerala,5,Great energy and atmosphere!
P3588,Participant_994,23,Other,4,Tennis,2,College A,Karnataka,3,Would love more variety in events.
P3588,Participant_994,23,Other,5,Table Tennis,81,College E,Tamil Nadu,5,Facilities need improvement.
P3176,Participant_407,22,Other,1,Running,62,College B,Karnataka,3,Could be better organized.
P3176,Participant_407,22,Other,2,Volleyball,36,College F,Andhra Pradesh,1,Loved the experience!
P3176,Participant_407,22,Other,3,Football,71,College E,Tamil Nadu,3,Loved the experience!
P3176,Participant_407,22,Other,4,Running,75,College C,Kerala,3,Would love more variety in events.
P3176,Participant_407,22,Other,5,Running,41,College A,Karnataka,5,Enjoyed every moment!
P6478,Participant_760,25,Male,1,Table Tennis,16,College F,Andhra Pradesh,1,Had a great time!
P6478,Participant_760,25,Male,2,Badminton,69,College E,Tamil Nadu,5,Great energy and atmosphere!
P6478,Participant_760,25,Male,3,Running,86,College B,Karnataka,4,Loved the experience!
P6478,Participant_760,25,Male,4,Cycling,34,College C,Kerala,3,Great energy and atmosphere!
P6478,Participant_760,25,Male,5,Running,85,College D,Kerala,3,Amazing competition!
P1070,Participant_186,19,Other,1,Football,44,College A,Karnataka,2,Could be better organized.
P1070,Participant_186,19,Other,2,Archery,59,College C,Kerala,2,Would love more variety in events.
P1070,Participant_186,19,Other,3,Table Tennis,51,College B,Karnataka,2,Amazing competition!
P1070,Participant_186,19,Other,4,Tennis,8,College E,Tamil Nadu,4,Had a great time!
P1070,Participant_186,19,Other,5,Table Tennis,99,College C,Kerala,1,Had a great time!
P4908,Participant_26,26,Other,1,Swimming,6,College F,Andhra Pradesh,4,Would love more variety in events.
P4908,Participant_26,26,Other,2,Football,4,College A,Karnataka,2,Loved the experience!
P4908,Participant_26,26,Other,3,Badminton,28,College F,Andhra Pradesh,2,Great energy and atmosphere!
P4908,Participant_26,26,Other,4,Table Tennis,57,College E,Tamil Nadu,5,Great energy and atmosphere!
P4908,Participant_26,26,Other,5,Badminton,11,College A,Karnataka,1,Enjoyed every moment!
P4715,Participant_816,26,Male,1,Table Tennis,48,College E,Tamil Nadu,3,Could be better organized.
P4715,Participant_816,26,Male,2,Football,6,College A,Karnataka,5,Amazing competition!
P4715,Participant_816,26,Male,3,Volleyball,57,College F,Andhra Pradesh,2,Could be better organized.
P4715,Participant_816,26,Male,4,Basketball,9,College B,Karnataka,5,Looking forward to next time.
P4715,Participant_816,26,Male,5,Running,5,College F,Andhra Pradesh,2,Would love more variety in events.
P7299,Participant_544,20,Female,1,Badminton,3,College C,Kerala,5,Could be better organized.
P7299,Participant_544,20,Female,2,Archery,95,College E,Tamil Nadu,4,Would love more variety in events.
P7299,Participant_544,20,Female,3,Basketball,4,College A,Karnataka,4,Enjoyed every moment!
P7299,Participant_544,20,Female,4,Tennis,64,College B,Karnataka,3,Loved the experience!
P7299,Participant_544,20,Female,5,Table Tennis,86,College B,Karnataka,1,Well managed but could use better timing.
P2201,Participant_95,22,Other,1,Tennis,88,College E,Tamil Nadu,1,Had a great time!
P2201,Participant_95,22,Other,2,Football,7,College D,Kerala,5,Facilities need improvement.
P2201,Participant_95,22,Other,3,Swimming,3,College E,Tamil Nadu,4,Loved the experience!
P2201,Participant_95,22,Other,4,Volleyball,25,College F,Andhra Pradesh,2,Facilities need improvement.
P2201,Participant_95,22,Other,5,Cycling,91,College B,Karnataka,3,Enjoyed every moment!
P9252,Participant_571,21,Female,1,Running,40,College F,Andhra Pradesh,1,Could be better organized.
P9252,Participant_571,21,Female,2,Basketball,38,College C,Kerala,4,Could be better organized.
P9252,Participant_571,21,Female,3,Table Tennis,67,College F,Andhra Pradesh,4,Looking forward to next time.
P9252,Participant_571,21,Female,4,Volleyball,88,College F,Andhra Pradesh,5,Facilities need improvement.
P9252,Participant_571,21,Female,5,Swimming,23,College B,Karnataka,1,Looking forward to next time.
P9461,Participant_115,22,Male,1,Tennis,95,College F,Andhra Pradesh,2,Enjoyed every moment!
P9461,Participant_115,22,Male,2,Running,95,College F,Andhra Pradesh,2,Enjoyed every moment!
P9461,Participant_115,22,Male,3,Running,76,College E,Tamil Nadu,2,Amazing competition!
P9461,Participant_115,22,Male,4,Football,43,College E,Tamil Nadu,3,Facilities need improvement.
P9461,Participant_115,22,Male,5,Table Tennis,77,College D,Kerala,5,Amazing competition!
P1673,Participant_804,25,Other,1,Archery,53,College A,Karnataka,1,Amazing competition!
P1673,Participant_804,25,Other,2,Volleyball,78,College E,Tamil Nadu,4,Enjoyed every moment!
P1673,Participant_804,25,Other,3,Table Tennis,50,College B,Karnataka,4,Would love more variety in events.
P1673,Participant_804,25,Other,4,Cycling,73,College F,Andhra Pradesh,5,Looking forward to next time.
P1673,Participant_804,25,Other,5,Table Tennis,31,College D,Kerala,5,Loved the experience!
P2992,Participant_159,23,Other,1,Cycling,54,College E,Tamil Nadu,4,Well managed but could use better timing.
P2992,Participant_159,23,Other,2,Table Tennis,11,College B,Karnataka,1,Amazing competition!
P2992,Participant_159,23,Other,3,Cycling,91,College D,Kerala,5,Great energy and atmosphere!
P2992,Participant_159,23,Other,4,Volleyball,74,College D,Kerala,2,Well managed but could use better timing.
P2992,Participant_159,23,Other,5,Table Tennis,6,College A,Karnataka,4,Could be better organized.
P3460,Participant_969,26,Female,1,Archery,96,College C,Kerala,2,Had a great time!
P3460,Participant_969,26,Female,2,Football,44,College F,Andhra Pradesh,2,Had a great time!
P3460,Participant_969,26,Female,3,Running,17,College B,Karnataka,4,Enjoyed every moment!
P3460,Participant_969,26,Female,4,Volleyball,10,College C,Kerala,2,Great energy and atmosphere!
P3460,Participant_969,26,Female,5,Tennis,16,College A,Karnataka,4,Would love more variety in events.
P8805,Participant_256,26,Female,1,Basketball,76,College F,Andhra Pradesh,2,Enjoyed every moment!
P8805,Participant_256,26,Female,2,Basketball,71,College C,Kerala,2,Loved the experience!
P8805,Participant_256,26,Female,3,Cycling,100,College D,Kerala,4,Looking forward to next time.
P8805,Participant_256,26,Female,4,Running,12,College F,Andhra Pradesh,1,Well managed but could use better timing.
P8805,Participant_256,26,Female,5,Volleyball,95,College E,Tamil Nadu,2,Looking forward to next time.
P1693,Participant_413,18,Male,1,Basketball,70,College C,Kerala,4,Great energy and atmosphere!
P1693,Participant_413,18,Male,2,Basketball,87,College A,Karnataka,2,Amazing competition!
P1693,Participant_413,18,Male,3,Football,54,College A,Karnataka,1,Loved the experience!
P1693,Participant_413,18,Male,4,Basketball,79,College D,Kerala,5,Great energy and atmosphere!
P1693,Participant_413,18,Male,5,Volleyball,30,College E,Tamil Nadu,1,Looking forward to next time.
P9753,Participant_134,21,Female,1,Volleyball,53,College F,Andhra Pradesh,4,Could be better organized.
P9753,Participant_134,21,Female,2,Tennis,21,College F,Andhra Pradesh,3,Well managed but could use better timing.
P9753,Participant_134,21,Female,3,Volleyball,50,College C,Kerala,4,Amazing competition!
P9753,Participant_134,21,Female,4,Running,79,College E,Tamil Nadu,5,Looking forward to next time.
P9753,Participant_134,21,Female,5,Football,76,College F,Andhra Pradesh,2,Amazing competition!
P1528,Participant_202,26,Female,1,Archery,67,College F,Andhra Pradesh,3,Would love more variety in events.
P1528,Participant_202,26,Female,2,Football,75,College A,Karnataka,5,Looking forward to next time.
P1528,Participant_202,26,Female,3,Volleyball,61,College E,Tamil Nadu,4,Enjoyed every moment!
P1528,Participant_202,26,Female,4,Cycling,9,College A,Karnataka,2,Enjoyed every moment!
P1528,Participant_202,26,Female,5,Running,81,College E,Tamil Nadu,1,Could be better organized.
P9290,Participant_682,26,Male,1,Archery,62,College C,Kerala,2,Great energy and atmosphere!
P9290,Participant_682,26,Male,2,Football,51,College D,Kerala,5,Great energy and atmosphere!
P9290,Participant_682,26,Male,3,Basketball,32,College C,Kerala,4,Had a great time!
P9290,Participant_682,26,Male,4,Running,34,College B,Karnataka,3,Facilities need improvement.
P9290,Participant_682,26,Male,5,Cycling,17,College C,Kerala,3,Well managed but could use better timing.
P1596,Participant_137,19,Other,1,Basketball,8,College B,Karnataka,2,Could be better organized.
P1596,Participant_137,19,Other,2,Running,85,College E,Tamil Nadu,5,Great energy and atmosphere!
P1596,Participant_137,19,Other,3,Football,20,College D,Kerala,3,Great energy and atmosphere!
P1596,Participant_137,19,Other,4,Basketball,17,College B,Karnataka,5,Great energy and atmosphere!
P1596,Participant_137,19,Other,5,Volleyball,65,College A,Karnataka,2,Great energy and atmosphere!
P4339,Participant_841,24,Male,1,Basketball,21,College D,Kerala,4,Looking forward to next time.
P4339,Participant_841,24,Male,2,Running,47,College E,Tamil Nadu,2,Looking forward to next time.
P4339,Participant_841,24,Male,3,Basketball,27,College D,Kerala,5,Facilities need improvement.
P4339,Participant_841,24,Male,4,Volleyball,57,College B,Karnataka,1,Enjoyed every moment!
P4339,Participant_841,24,Male,5,Badminton,71,College A,Karnataka,4,Looking forward to next time.
P9783,Participant_368,22,Female,1,Volleyball,80,College C,Kerala,3,Well managed but could use better timing.
P9783,Participant_368,22,Female,2,Tennis,99,College D,Kerala,1,Enjoyed every moment!
P9783,Participant_368,22,Female,3,Badminton,78,College F,Andhra Pradesh,5,Loved the experience!
P9783,Participant_368,22,Female,4,Archery,39,College E,Tamil Nadu,5,Could be better organized.
P9783,Participant_368,22,Female,5,Football,90,College F,Andhra Pradesh,5,Looking forward to next time.
P3863,Participant_617,22,Female,1,Badminton,73,College A,Karnataka,3,Well managed but could use better timing.
P3863,Participant_617,22,Female,2,Table Tennis,54,College F,Andhra Pradesh,2,Loved the experience!
P3863,Participant_617,22,Female,3,Badminton,84,College F,Andhra Pradesh,1,Would love more variety in events.
P3863,Participant_617,22,Female,4,Archery,84,College A,Karnataka,3,Looking forward to next time.
P3863,Participant_617,22,Female,5,Running,89,College D,Kerala,1,Loved the experience!
P1845,Participant_148,22,Other,1,Table Tennis,11,College E,Tamil Nadu,5,Facilities need improvement.
P1845,Participant_148,22,Other,2,Basketball,25,College E,Tamil Nadu,5,Enjoyed every moment!
P1845,Participant_148,22,Other,3,Table Tennis,43,College E,Tamil Nadu,5,Enjoyed every moment!
P1845,Participant_148,22,Other,4,Cycling,77,College C,Kerala,5,Could be better organized.
P1845,Participant_148,22,Other,5,Tennis,16,College A,Karnataka,3,Had a great time!
P2257,Participant_291,21,Other,1,Swimming,99,College D,Kerala,5,Looking forward to next time.
P2257,Participant_291,21,Other,2,Volleyball,74,College B,Karnataka,3,Looking forward to next time.
P2257,Participant_291,21,Other,3,Running,53,College E,Tamil Nadu,3,Well managed but could use better timing.
P2257,Participant_291,21,Other,4,Archery,67,College C,Kerala,2,Amazing competition!
P2257,Participant_291,21,Other,5,Volleyball,74,College F,Andhra Pradesh,4,Would love more variety in events.
P8783,Participant_973,24,Other,1,Swimming,60,College C,Kerala,3,Loved the experience!
P8783,Participant_973,24,Other,2,Tennis,77,College B,Karnataka,1,Well managed but could use better timing.
P8783,Participant_973,24,Other,3,Badminton,84,College C,Kerala,3,Amazing competition!
P8783,Participant_973,24,Other,4,Volleyball,2,College E,Tamil Nadu,4,Enjoyed every moment!
P8783,Participant_973,24,Other,5,Archery,89,College B,Karnataka,2,Had a great time!
P8088,Participant_624,24,Male,1,Tennis,86,College F,Andhra Pradesh,3,Enjoyed every moment!
P8088,Participant_624,24,Male,2,Swimming,97,College B,Karnataka,5,Great energy and atmosphere!
P8088,Participant_624,24,Male,3,Running,48,College B,Karnataka,4,Loved the experience!
P8088,Participant_624,24,Male,4,Volleyball,45,College B,Karnataka,1,Amazing competition!
P8088,Participant_624,24,Male,5,Volleyball,65,College B,Karnataka,3,Would love more variety in events.
P4873,Participant_982,25,Other,1,Football,48,College C,Kerala,3,Facilities need improvement.
P4873,Participant_982,25,Other,2,Table Tennis,95,College A,Karnataka,1,Had a great time!
P4873,Participant_982,25,Other,3,Football,65,College B,Karnataka,1,Had a great time!
P4873,Participant_982,25,Other,4,Volleyball,68,College E,Tamil Nadu,4,Enjoyed every moment!
P4873,Participant_982,25,Other,5,Running,71,College E,Tamil Nadu,2,Amazing competition!
P8019,Participant_833,23,Female,1,Tennis,65,College D,Kerala,5,Had a great time!
P8019,Participant_833,23,Female,2,Tennis,28,College E,Tamil Nadu,5,Loved the experience!
P8019,Participant_833,23,Female,3,Tennis,19,College B,Karnataka,3,Looking forward to next time.
P8019,Participant_833,23,Female,4,Cycling,81,College D,Kerala,1,Great energy and atmosphere!
P8019,Participant_833,23,Female,5,Swimming,26,College B,Karnataka,2,Could be better organized.
P1423,Participant_928,18,Female,1,Swimming,13,College F,Andhra Pradesh,4,Had a great time!
P1423,Participant_928,18,Female,2,Running,11,College F,Andhra Pradesh,1,Had a great time!
P1423,Participant_928,18,Female,3,Swimming,42,College C,Kerala,2,Could be better organized.
P1423,Participant_928,18,Female,4,Basketball,71,College D,Kerala,2,Loved the experience!
P1423,Participant_928,18,Female,5,Volleyball,59,College D,Kerala,2,Amazing competition!
P3714,Participant_54,21,Other,1,Cycling,68,College E,Tamil Nadu,2,Looking forward to next time.
P3714,Participant_54,21,Other,2,Basketball,71,College A,Karnataka,2,Could be better organized.
P3714,Participant_54,21,Other,3,Football,19,College D,Kerala,2,Amazing competition!
P3714,Participant_54,21,Other,4,Volleyball,81,College C,Kerala,4,Facilities need improvement.
P3714,Participant_54,21,Other,5,Running,93,College D,Kerala,2,Well managed but could use better timing.
P2174,Participant_427,23,Female,1,Volleyball,28,College F,Andhra Pradesh,2,Great energy and atmosphere!
P2174,Participant_427,23,Female,2,Tennis,35,College E,Tamil Nadu,4,Had a great time!
P2174,Participant_427,23,Female,3,Volleyball,59,College F,Andhra Pradesh,3,Enjoyed every moment!
P2174,Participant_427,23,Female,4,Table Tennis,95,College D,Kerala,3,Would love more variety in events.
P2174,Participant_427,23,Female,5,Swimming,47,College C,Kerala,2,Had a great time!
P5854,Participant_837,26,Male,1,Football,58,College F,Andhra Pradesh,1,Great energy and atmosphere!
P5854,Participant_837,26,Male,2,Cycling,90,College C,Kerala,2,Facilities need improvement.
P5854,Participant_837,26,Male,3,Basketball,5,College F,Andhra Pradesh,3,Enjoyed every moment!
P5854,Participant_837,26,Male,4,Running,69,College B,Karnataka,5,Loved the experience!
P5854,Participant_837,26,Male,5,Archery,37,College D,Kerala,1,Would love more variety in events.
P6360,Participant_387,20,Female,1,Cycling,64,College A,Karnataka,1,Had a great time!
P6360,Participant_387,20,Female,2,Running,71,College E,Tamil Nadu,1,Had a great time!
P6360,Participant_387,20,Female,3,Cycling,60,College A,Karnataka,3,Facilities need improvement.
P6360,Participant_387,20,Female,4,Cycling,49,College D,Kerala,1,Great energy and atmosphere!
P6360,Participant_387,20,Female,5,Tennis,51,College D,Kerala,2,Looking forward to next time.
P9783,Participant_130,25,Other,1,Cycling,63,College E,Tamil Nadu,4,Facilities need improvement.
P9783,Participant_130,25,Other,2,Archery,94,College C,Kerala,5,Looking forward to next time.
P9783,Participant_130,25,Other,3,Basketball,92,College A,Karnataka,1,Looking forward to next time.
P9783,Participant_130,25,Other,4,Archery,11,College D,Kerala,4,Amazing competition!
P9783,Participant_130,25,Other,5,Football,73,College D,Kerala,1,Loved the experience!
P3384,Participant_776,25,Female,1,Table Tennis,97,College C,Kerala,1,Would love more variety in events.
P3384,Participant_776,25,Female,2,Swimming,3,College B,Karnataka,3,Had a great time!
P3384,Participant_776,25,Female,3,Basketball,83,College F,Andhra Pradesh,4,Could be better organized.
P3384,Participant_776,25,Female,4,Running,57,College C,Kerala,3,Looking forward to next time.
P3384,Participant_776,25,Female,5,Cycling,70,College B,Karnataka,2,Loved the experience!
P5704,Participant_53,24,Other,1,Volleyball,54,College C,Kerala,1,Amazing competition!
P5704,Participant_53,24,Other,2,Football,98,College C,Kerala,3,Amazing competition!
P5704,Participant_53,24,Other,3,Badminton,7,College F,Andhra Pradesh,5,Had a great time!
P5704,Participant_53,24,Other,4,Badminton,79,College C,Kerala,3,Facilities need improvement.
P5704,Participant_53,24,Other,5,Tennis,17,College A,Karnataka,4,Could be better organized.
P4922,Participant_547,22,Male,1,Cycling,98,College A,Karnataka,3,Could be better organized.
P4922,Participant_547,22,Male,2,Badminton,81,College A,Karnataka,1,Facilities need improvement.
P4922,Participant_547,22,Male,3,Archery,1,College C,Kerala,1,Would love more variety in events.
P4922,Participant_547,22,Male,4,Swimming,4,College C,Kerala,1,Loved the experience!
P4922,Participant_547,22,Male,5,Volleyball,36,College E,Tamil Nadu,1,Enjoyed every moment!
P8821,Participant_986,25,Other,1,Basketball,69,College E,Tamil Nadu,1,Had a great time!
P8821,Participant_986,25,Other,2,Tennis,60,College B,Karnataka,5,Looking forward to next time.
P8821,Participant_986,25,Other,3,Badminton,23,College E,Tamil Nadu,4,Well managed but could use better timing.
P8821,Participant_986,25,Other,4,Basketball,38,College A,Karnataka,1,Would love more variety in events.
P8821,Participant_986,25,Other,5,Volleyball,24,College E,Tamil Nadu,3,Loved the experience!
P8168,Participant_431,24,Other,1,Volleyball,82,College C,Kerala,1,Amazing competition!
P8168,Participant_431,24,Other,2,Basketball,20,College A,Karnataka,5,Great energy and atmosphere!
P8168,Participant_431,24,Other,3,Swimming,56,College D,Kerala,1,Great energy and atmosphere!
P8168,Participant_431,24,Other,4,Running,26,College B,Karnataka,3,Looking forward to next time.
P8168,Participant_431,24,Other,5,Cycling,40,College D,Kerala,1,Enjoyed every moment!
P3772,Participant_449,25,Other,1,Archery,48,College E,Tamil Nadu,1,Could be better organized.
P3772,Participant_449,25,Other,2,Archery,12,College F,Andhra Pradesh,4,Could be better organized.
P3772,Participant_449,25,Other,3,Football,78,College B,Karnataka,5,Could be better organized.
P3772,Participant_449,25,Other,4,Badminton,14,College B,Karnataka,3,Amazing competition!
P3772,Participant_449,25,Other,5,Cycling,3,College D,Kerala,5,Looking forward to next time.
P6459,Participant_599,19,Male,1,Volleyball,72,College F,Andhra Pradesh,1,Enjoyed every moment!
P6459,Participant_599,19,Male,2,Table Tennis,86,College D,Kerala,2,Loved the experience!
P6459,Participant_599,19,Male,3,Running,1,College E,Tamil Nadu,5,Well managed but could use better timing.
P6459,Participant_599,19,Male,4,Volleyball,55,College D,Kerala,4,Looking forward to next time.
P6459,Participant_599,19,Male,5,Swimming,83,College B,Karnataka,4,Well managed but could use better timing.
P2959,Participant_334,25,Female,1,Cycling,6,College C,Kerala,4,Amazing competition!
P2959,Participant_334,25,Female,2,Volleyball,75,College A,Karnataka,5,Loved the experience!
P2959,Participant_334,25,Female,3,Archery,40,College F,Andhra Pradesh,5,Amazing competition!
P2959,Participant_334,25,Female,4,Badminton,86,College F,Andhra Pradesh,5,Amazing competition!
P2959,Participant_334,25,Female,5,Swimming,45,College B,Karnataka,1,Looking forward to next time.
P6558,Participant_219,18,Male,1,Football,91,College A,Karnataka,4,Would love more variety in events.
P6558,Participant_219,18,Male,2,Tennis,44,College B,Karnataka,1,Well managed but could use better timing.
P6558,Participant_219,18,Male,3,Running,37,College D,Kerala,5,Loved the experience!
P6558,Participant_219,18,Male,4,Running,22,College B,Karnataka,5,Facilities need improvement.
P6558,Participant_219,18,Male,5,Running,32,College F,Andhra Pradesh,4,Would love more variety in events.
P8592,Participant_170,21,Other,1,Table Tennis,87,College A,Karnataka,5,Looking forward to next time.
P8592,Participant_170,21,Other,2,Badminton,14,College A,Karnataka,1,Could be better organized.
P8592,Participant_170,21,Other,3,Archery,76,College A,Karnataka,3,Looking forward to next time.
P8592,Participant_170,21,Other,4,Swimming,61,College C,Kerala,3,Enjoyed every moment!
P8592,Participant_170,21,Other,5,Cycling,75,College F,Andhra Pradesh,2,Amazing competition!
P4230,Participant_86,26,Female,1,Running,62,College B,Karnataka,3,Would love more variety in events.
P4230,Participant_86,26,Female,2,Basketball,93,College C,Kerala,5,Well managed but could use better timing.
P4230,Participant_86,26,Female,3,Volleyball,55,College D,Kerala,5,Facilities need improvement.
P4230,Participant_86,26,Female,4,Volleyball,39,College B,Karnataka,4,Great energy and atmosphere!
P4230,Participant_86,26,Female,5,Cycling,1,College B,Karnataka,2,Well managed but could use better timing.
P2432,Participant_764,23,Female,1,Swimming,56,College C,Kerala,5,Facilities need improvement.
P2432,Participant_764,23,Female,2,Swimming,79,College B,Karnataka,3,Would love more variety in events.
P2432,Participant_764,23,Female,3,Tennis,81,College B,Karnataka,2,Well managed but could use better timing.
P2432,Participant_764,23,Female,4,Table Tennis,71,College F,Andhra Pradesh,4,Facilities need improvement.
P2432,Participant_764,23,Female,5,Cycling,83,College A,Karnataka,5,Facilities need improvement.
P6355,Participant_967,24,Female,1,Tennis,54,College F,Andhra Pradesh,1,Enjoyed every moment!
P6355,Participant_967,24,Female,2,Swimming,71,College E,Tamil Nadu,5,Great energy and atmosphere!
P6355,Participant_967,24,Female,3,Football,57,College A,Karnataka,5,Amazing competition!
P6355,Participant_967,24,Female,4,Running,45,College B,Karnataka,3,Great energy and atmosphere!
P6355,Participant_967,24,Female,5,Swimming,18,College C,Kerala,2,Could be better organized.
P1727,Participant_841,24,Male,1,Swimming,17,College D,Kerala,3,Looking forward to next time.
P1727,Participant_841,24,Male,2,Swimming,63,College A,Karnataka,2,Could be better organized.
P1727,Participant_841,24,Male,3,Running,40,College D,Kerala,1,Enjoyed every moment!
P1727,Participant_841,24,Male,4,Running,5,College D,Kerala,5,Could be better organized.
P1727,Participant_841,24,Male,5,Table Tennis,47,College D,Kerala,5,Had a great time!
P4749,Participant_60,26,Female,1,Badminton,84,College E,Tamil Nadu,3,Well managed but could use better timing.
P4749,Participant_60,26,Female,2,Tennis,2,College E,Tamil Nadu,5,Well managed but could use better timing.
P4749,Participant_60,26,Female,3,Table Tennis,66,College E,Tamil Nadu,1,Facilities need improvement.
P4749,Participant_60,26,Female,4,Basketball,11,College C,Kerala,1,Facilities need improvement.
P4749,Participant_60,26,Female,5,Table Tennis,12,College D,Kerala,2,Facilities need improvement.
P9464,Participant_958,19,Female,1,Tennis,12,College C,Kerala,3,Well managed but could use better timing.
P9464,Participant_958,19,Female,2,Volleyball,3,College C,Kerala,3,Facilities need improvement.
P9464,Participant_958,19,Female,3,Cycling,73,College F,Andhra Pradesh,5,Facilities need improvement.
P9464,Participant_958,19,Female,4,Table Tennis,90,College B,Karnataka,2,Had a great time!
P9464,Participant_958,19,Female,5,Tennis,95,College A,Karnataka,2,Amazing competition!
P2536,Participant_716,24,Other,1,Running,64,College F,Andhra Pradesh,4,Loved the experience!
P2536,Participant_716,24,Other,2,Volleyball,28,College C,Kerala,2,Could be better organized.
P2536,Participant_716,24,Other,3,Running,39,College A,Karnataka,3,Looking forward to next time.
P2536,Participant_716,24,Other,4,Cycling,75,College B,Karnataka,4,Facilities need improvement.
P2536,Participant_716,24,Other,5,Volleyball,24,College D,Kerala,4,Looking forward to next time.
P8452,Participant_252,21,Male,1,Running,20,College E,Tamil Nadu,1,Well managed but could use better timing.
P8452,Participant_252,21,Male,2,Tennis,36,College C,Kerala,4,Well managed but could use better timing.
P8452,Participant_252,21,Male,3,Cycling,69,College C,Kerala,2,Could be better organized.
P8452,Participant_252,21,Male,4,Archery,24,College B,Karnataka,2,Facilities need improvement.
P8452,Participant_252,21,Male,5,Table Tennis,42,College E,Tamil Nadu,1,Loved the experience!
P9873,Participant_297,21,Female,1,Swimming,60,College B,Karnataka,3,Could be better organized.
P9873,Participant_297,21,Female,2,Volleyball,8,College E,Tamil Nadu,4,Great energy and atmosphere!
P9873,Participant_297,21,Female,3,Basketball,51,College E,Tamil Nadu,4,Facilities need improvement.
P9873,Participant_297,21,Female,4,Basketball,66,College C,Kerala,4,Looking forward to next time.
P9873,Participant_297,21,Female,5,Cycling,34,College A,Karnataka,1,Facilities need improvement.
P3720,Participant_669,22,Other,1,Badminton,32,College A,Karnataka,5,Amazing competition!
P3720,Participant_669,22,Other,2,Swimming,90,College A,Karnataka,3,Enjoyed every moment!
P3720,Participant_669,22,Other,3,Running,100,College A,Karnataka,1,Would love more variety in events.
P3720,Participant_669,22,Other,4,Football,92,College F,Andhra Pradesh,4,Could be better organized.
P3720,Participant_669,22,Other,5,Badminton,28,College B,Karnataka,4,Looking forward to next time.
P5456,Participant_417,18,Other,1,Archery,76,College C,Kerala,3,Loved the experience!
P5456,Participant_417,18,Other,2,Table Tennis,76,College B,Karnataka,2,Could be better organized.
P5456,Participant_417,18,Other,3,Basketball,38,College A,Karnataka,2,Enjoyed every moment!
P5456,Participant_417,18,Other,4,Volleyball,32,College B,Karnataka,1,Loved the experience!
P5456,Participant_417,18,Other,5,Archery,47,College E,Tamil Nadu,4,Looking forward to next time.
P1415,Participant_39,25,Other,1,Cycling,30,College C,Kerala,3,Amazing competition!
P1415,Participant_39,25,Other,2,Cycling,40,College A,Karnataka,5,Could be better organized.
P1415,Participant_39,25,Other,3,Badminton,48,College F,Andhra Pradesh,5,Looking forward to next time.
P1415,Participant_39,25,Other,4,Archery,43,College D,Kerala,4,Had a great time!
P1415,Participant_39,25,Other,5,Football,69,College D,Kerala,2,Looking forward to next time.
P1714,Participant_447,20,Female,1,Football,30,College D,Kerala,5,Looking forward to next time.
P1714,Participant_447,20,Female,2,Archery,89,College A,Karnataka,2,Amazing competition!
P1714,Participant_447,20,Female,3,Swimming,20,College F,Andhra Pradesh,1,Enjoyed every moment!
